Namespace,Name,HasSample,HasSnipSnop,HasDatasheet,HasDocOverride,IsUIDCorrect,HasFritzing,HasCodeExample,HasWiringExample,HasPurchasing,IsPublished
Meadow.Foundation.Graphics.MicroLayout,ClickableControl,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,Control,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,Circle,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,ListBox,True,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,Button,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,Box,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,Crosshair,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,GradientBox,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,DoubleLabel,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,DataGrid,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,HistogramChartSeries,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,LineChartSeries,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,VerticalBarChart,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,HistogramChart,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,ChartControl,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,LineSeriesPoint,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,LineChart,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,StackLayout,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,AlignmentLayout,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,AbsoluteLayout,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Graphics.MicroLayout,GridLayout,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Hmi,TouchscreenCalibrationService,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Scheduling,ScheduleService,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Scheduling,ScheduleEventType,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Scheduling,Schedule,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Scheduling,WeekdayScheduleEvent,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Scheduling,SunriseOffsetScheduleEvent,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Scheduling,DailyScheduleEvent,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Scheduling,SunsetOffsetScheduleEvent,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.Sensors.Location.Gnss,GsaDecoder,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Sensors.Location.Gnss,GllDecoder,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Sensors.Location.Gnss,RmcDecoder,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Sensors.Location.Gnss,NmeaSentenceProcessor,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Sensors.Location.Gnss,VtgDecoder,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Sensors.Location.Gnss,GsvDecoder,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Sensors.Location.Gnss,GgaDecoder,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Serialization,MicroJson,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Servos,AngularServo,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,ContinuousRotationServo,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Ms24,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Mg996,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Fs90r,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Sg90,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Mg90s,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Hs322,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Ds3218,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Servos,Tgy390dmh,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Audio.Mp3,Yx5300,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Audio.Radio,Tea5767,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Batteries.Voltaic,V10x,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,AsciiConsole,True,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Ch1115,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Il0373,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Il0376F,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Il0398,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Il3897,False,False,False,True,True,False,True,True,False,True
Meadow.Foundation.Displays,Il91874,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Il91874V03,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,SimulatedIl0373,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIl0376F,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIl0398,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIl3897,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIL91874,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIl91874V03,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSsd1608,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSsd1680,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSsd1681,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedUc8151c,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,Ssd1608,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ssd1680,False,False,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Ssd1681,False,False,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Uc8151c,False,False,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Epd1in54,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd1in54b,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd1in54c,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd2in13,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd2in13b_V4,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd2in13b,False,False,False,True,True,False,False,False,False,True
Displays.ePaperWaveShare.Drivers,Epd2in15g,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Epd2in7b,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd2in9,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd2in9b,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd4in2,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd4in2bc,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd4in2bV2,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays,Epd5in65f,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Epd7in5V2,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,SimulatedEpd1in54,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd1in54b,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd1in54c,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd2in13,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd2in13b_V4,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd2in13b,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd2in15g,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedEpd5in65f,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,Gtk,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.Displays.Lcd,CharacterDisplay,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.Displays.Led,FourDigitSevenSegment,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays.Led,FourteenSegment,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays.Led,SevenSegment,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays.Led,SixteenSegment,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Max7219,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Pcd8544,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Sh1106,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Sh1107,True,True,False,True,True,False,True,False,False,True
,SharpMemory,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,Silk,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Ssd1306,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ssd1309,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ssd1327,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,St7565,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Gc9a01,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Hx8357b,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Hx8357d,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.Displays,Ili9163,True,True,False,True,True,False,True,True,True,True
Meadow.Foundation.Displays,Ili9225,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,Ili9341,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ili9481,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ili9486,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ili9488,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Rm68140,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,S6D02A1,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,SimulatedGc9a01,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedHx8357b,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedHx8357d,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIli9163,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIli9225,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIli9341,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIli9481,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedIli9488,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedRm68140,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedS6D02A1,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSsd1331,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSsd1351,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSt7735,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSt7789,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,SimulatedSt7796s,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.Displays,Ssd1331,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Ssd1351,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,St7735,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,St7789,False,False,False,True,True,True,True,True,True,True
Meadow.Foundation.Displays,St7796s,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.Displays,Tm1637,True,True,False,True,True,True,True,True,True,True
Meadow.Foundation.Displays,Uc1609c,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.Displays,WinForms,True,True,False,True,True,False,True,False,False,True
,FtxEepromProgrammer,False,False,False,False,False,False,False,False,False,False
Meadow.Foundation.ICs.ADC,Ads1015,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.ADC,Ads1115,True,False,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.ADC,Ads7128,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Hp4067,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.ADC,Nxp74HC4051,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Nxp74HC4067,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3001,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3002,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3004,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3008,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3201,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3202,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3204,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.ADC,Mcp3208,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.CAN,Mcp2515,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.CAN,PCanBasic,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.DAC,Mcp4728,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DAC,Mcp4921,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DAC,Mcp4922,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Ds3502,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4131,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4132,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4141,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4142,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4151,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4152,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4161,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4162,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4231,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4232,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4241,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4242,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4251,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4252,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4261,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.DigiPots,Mcp4262,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.EEPROM,At24Cxx,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.ICs.FanControllers,Emc2101,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.IOExpanders,Ads1263,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.IOExpanders,As1115,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Cp2112,False,False,False,True,True,False,False,False,False,False
Meadow.Foundation.ICs.IOExpanders,Ft2232,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.IOExpanders,Ft2232H,False,False,False,False,False,False,False,False,False,True
Meadow.Foundation.ICs.IOExpanders,Ft232h,True,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.IOExpanders,Ft4232,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.IOExpanders,Ht16k33,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Is31fl3731,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23008,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23009,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23017,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23018,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23s08,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23s09,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23s17,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Mcp23s18,True,True,False,True,True,False,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Pca9671,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.IOExpanders,Pca9685,True,True,False,True,True,True,True,True,False,True
Meadow.Foundation.ICs.IOExpanders,Pca8574,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.IOExpanders,Pca8574a,False,False,False,True,True,False,False,False,False,True
Meadow.Foundation.ICs.IOExpanders,Pca8575,True,True,False,True,True,False,True,False,False,True
Meadow.Foundation.ICs.IOExpanders,Pcf8574,True,True,False,True,True,False,True,False,False,True
